celltype,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene27,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene81,Gene82,Gene83,Gene84,Gene85,Gene86,Gene87,Gene88,Gene89,Gene90,Gene91,Gene92,Gene93,Gene94,Gene95,Gene96,Gene97,Gene98,Gene99,Gene100,Gene101,Gene102,Gene103,Gene104,Gene105,Gene106,Gene107,Gene108,Gene109,Gene110,Gene111,Gene112,Gene113,Gene114,Gene115,Gene116,Gene117,Gene118,Gene119,Gene120,Gene121,Gene122,Gene123,Gene124,Gene125,Gene126,Gene127,Gene128,Gene129,Gene130,Gene131,Gene132,Gene133,Gene134,Gene135,Gene136,Gene137,Gene138,Gene139,Gene140,Gene141,Gene142,Gene143,Gene144,Gene145,Gene146,Gene147,Gene148,Gene149,Gene150,Gene151,Gene152,Gene153,Gene154,Gene155,Gene156,Gene157,Gene158,Gene159,Gene160,Gene161,Gene162,Gene163,Gene164,Gene165,Gene166,Gene167,Gene168,Gene169,Gene170,Gene171,Gene172,Gene173,Gene174,Gene175,Gene177,Gene178,Gene179,Gene180,Gene181,Gene182,Gene183,Gene184,Gene185,Gene186,Gene187,Gene188,Gene189,Gene190,Gene191,Gene192,Gene193,Gene194,Gene195,Gene196,Gene197,Gene198,Gene199,Gene200
Group2,0.953226,0.568997,-0.657105,0.504597,-0.952367,0.422430,0.386624,-1.052576,0.620879,1.058630,-0.082255,-0.059389,0.406872,0.187370,-0.312615,-0.479108,0.332928,-0.943740,0.593648,0.907378,-1.220055,0.242766,0.751510,0.256591,0.259271,0.073353,0.114605,-2.849939,-1.532915,0.320401,2.271915,0.406053,0.463876,0.216381,-0.775775,0.330455,-1.468773,0.087120,0.462671,-0.886456,0.269210,0.336091,-0.834162,0.363435,-2.486605,0.167007,-0.186027,-0.878724,0.274779,-0.384383,0.212045,-0.500714,-1.301061,1.119515,-2.278693,0.569157,0.511731,-1.213073,-0.022361,-0.742386,0.483504,0.128209,-1.071883,-0.952621,0.188338,-1.581934,-0.226473,0.455721,-0.018749,-0.660036,-1.836471,1.306085,0.386709,-1.050515,-0.234173,0.844719,0.715614,-1.541514,0.451130,0.315143,0.148028,-1.069660,-0.938265,0.021799,0.193009,-1.054608,0.310999,-0.089564,0.055951,-0.216527,0.282889,-0.627540,-5.249938,1.435761,-5.765422,-0.542909,0.785704,-0.031572,0.912341,0.305683,-0.274531,0.475545,-1.109836,-1.198409,-1.045588,-0.193578,0.080231,1.984959,-0.932996,0.262587,-0.106321,0.248058,0.580156,0.387856,0.172751,0.331950,0.393692,0.347858,-0.095057,-1.195173,-0.190774,-0.753242,-0.393031,0.562347,0.700586,0.219916,0.315663,0.333310,0.533630,0.163017,-0.079084,0.536784,0.147409,0.323400,-0.237634,0.438729,-0.051001,0.673186,0.491339,0.414988,0.086781,-0.270289,0.441238,5.031204,0.387989,-1.406995,-0.042650,0.273135,-1.536346,0.988692,0.722814,0.156840,0.209821,-1.815530,-0.190328,0.380810,0.735569,0.451198,0.203895,0.468566,0.378718,-0.027919,0.742385,-0.410646,0.634029,0.285348,0.159458,-0.892813,-0.781428,-0.236283,10.556870,0.020773,0.169901,-2.300695,-1.342551,1.040671,0.384418,0.847299,-0.414466,0.800508,0.486328,0.334166,1.015687,0.075368,-0.859825,-0.696581,0.058807,-0.310126,0.203211,1.240492,0.256868,0.208374,-0.333834,-0.613705,0.506650,0.240795,0.204124,-0.500848,0.505619
Group3,0.639913,0.638465,-0.657105,0.290420,1.168516,0.570258,0.346393,-1.052576,0.282444,-0.678395,0.415887,-0.059389,0.310129,0.448257,-0.312615,1.426996,0.091946,-0.943740,0.374716,-1.043709,0.981848,0.340632,0.432882,0.281790,0.330256,0.216140,0.210338,0.420042,-1.532915,0.151073,-0.395977,0.464603,0.819793,0.211827,-0.775775,0.411297,0.462668,0.563089,0.241071,1.422733,0.428093,0.263871,0.987039,0.447310,0.508105,-0.652600,-0.186027,-0.878724,-0.163994,-0.384383,0.446072,-0.500714,0.788198,1.347923,0.681467,0.495283,0.279106,0.677412,-0.022361,-0.742386,0.462940,0.215407,-1.071883,1.049625,0.552515,0.753405,-0.226473,0.377768,1.031240,1.337402,0.620575,-0.939833,-2.474804,-1.050515,-0.234173,0.515372,0.404542,0.710838,0.501713,0.408021,0.203047,0.594615,-0.938265,0.322471,0.058509,1.005575,0.493071,-0.089564,-0.179500,-0.216527,0.531409,-0.627540,0.135444,-0.812499,0.044312,2.094079,1.124244,-0.031572,-0.888500,0.021301,-0.274531,0.382411,0.695275,-1.198409,-1.045588,-0.193578,0.388417,-0.656215,-0.932996,-2.504939,-0.106321,0.780533,-1.086084,0.348348,-3.622969,0.423794,0.688808,0.083597,0.383936,-1.195173,-0.190774,-0.753242,-0.393031,0.387747,-1.083999,0.175161,0.622821,0.065052,0.362313,0.590343,-0.079084,0.423766,0.586509,-2.355493,-0.237634,0.793744,-0.051001,-1.316558,0.246055,-2.544200,0.362234,-0.270289,0.364338,-0.251347,0.478665,-1.406995,-0.042650,0.287127,-1.536346,-0.979751,-1.303817,0.300891,0.024580,0.666237,0.042175,0.556377,-1.512969,0.452822,0.271178,0.606570,0.219126,0.111241,0.071590,-0.410646,0.880278,0.568489,0.222601,-0.892813,-0.781428,-0.236283,-0.133734,0.549930,0.076443,-2.300695,-1.342551,-0.760814,0.661619,0.166867,-0.414466,0.793410,0.402225,-3.335134,-1.185171,0.200583,0.852272,-0.696581,0.361941,0.459814,-0.658861,-0.959922,-3.137576,0.269922,-0.333834,-0.613705,-2.243151,0.168111,0.090630,0.873996,0.752088
Group6,0.525381,-1.601090,1.384952,0.050923,-0.952367,0.231029,0.284299,0.967043,0.416503,-0.678395,-0.196675,-0.059389,-0.048573,0.169640,-0.312615,-0.479108,-0.696433,-0.943740,0.474681,1.090157,0.716547,-0.116165,-1.414608,0.385662,0.300233,0.374896,0.327272,-2.849939,0.510896,0.110910,-0.395977,0.378477,0.589981,0.153769,1.554903,0.557490,0.798395,0.503665,-2.278854,-0.886456,-3.918649,0.207474,1.513961,0.603114,0.295799,1.422682,-0.186027,1.043596,-0.203432,-0.384383,0.191162,-0.500714,0.656012,-0.527564,0.333529,0.537698,0.516002,0.896177,-0.022361,1.404666,-2.218024,0.014930,-1.071883,-0.952621,0.208643,-1.581934,-0.226473,0.195562,-0.202355,-0.660036,-1.836471,-0.939833,0.292760,-1.050515,-0.234173,-1.481792,0.438450,0.507046,0.365287,0.550199,0.141922,0.980128,0.660305,0.393824,0.037160,-1.054608,-2.614865,-0.089564,0.107903,-0.216527,0.578850,-0.627540,-0.059198,1.022890,-0.126630,-0.542909,1.248220,-0.031572,-0.888500,0.192368,-0.274531,0.424862,1.099771,-1.198409,-1.045588,-0.193578,-2.161678,1.203608,-0.932996,0.319805,-0.106321,0.277594,-1.086084,0.178725,0.316190,0.245435,0.145382,-0.226058,0.060167,0.719716,-0.190774,-0.753242,-0.393031,0.466080,0.937605,-3.371048,0.320558,-0.010857,0.368265,0.534045,-0.079084,0.363833,0.238194,0.269984,-0.237634,0.234310,-0.051001,0.884740,0.343397,0.315897,0.279979,-0.270289,0.502027,-0.251347,0.246426,0.667579,-0.042650,0.213215,-1.536346,0.860979,0.724766,0.381960,0.039821,0.578487,0.101077,0.306018,0.762911,0.438035,0.088170,0.444181,0.604936,0.019954,0.380411,-0.410646,0.333294,0.235230,-0.055720,1.166490,-0.781428,-0.236283,-0.133734,-2.419134,0.308057,0.372524,0.635510,1.738185,0.639726,0.303158,-0.414466,0.901654,0.396986,-0.121018,0.766614,0.023101,0.735612,-0.696581,-3.638408,-0.177701,0.168801,1.007369,0.329660,0.266758,-0.333834,2.081413,0.363333,0.183124,0.174424,-0.500848,0.389087
Group3,1.130133,-1.601090,-0.657105,0.314764,1.203920,0.479891,0.386747,1.076544,0.505953,0.400368,0.075490,-0.059389,0.152931,-4.007973,-0.312615,-0.479108,0.565449,-0.943740,-1.892021,0.785394,0.912636,0.105730,0.665736,0.516830,-3.198621,0.564116,0.431459,-2.849939,-1.532915,0.253196,2.516200,0.502591,0.744096,0.428880,-0.775775,0.477750,0.699785,0.629721,0.485188,0.701833,0.029323,0.381312,1.409907,0.107555,0.380076,-0.123133,-0.186027,-0.878724,0.084671,-0.384383,0.377349,-0.500714,-1.301061,2.374387,-2.278693,-1.608830,-2.146984,-1.213073,-0.022361,1.033928,-2.218024,0.343963,-1.071883,-0.952621,0.333884,-1.581934,-0.226473,0.469397,1.137945,2.043347,0.472399,-0.939833,0.513574,-1.050515,-0.234173,-1.481792,0.731192,-1.541514,0.233558,0.648551,0.472435,1.039087,-0.938265,0.243176,0.191881,0.797911,-2.614865,-0.089564,-0.238832,-0.216527,-1.743648,-0.627540,0.271305,-0.812499,0.196581,-0.542909,1.217169,-0.031572,-0.888500,0.157612,-0.274531,0.563464,1.131853,0.702442,-1.045588,-0.193578,0.585617,-0.656215,-0.932996,0.592199,-0.106321,0.456702,-1.086084,0.276296,0.298467,0.389137,0.084650,-0.019974,0.041802,0.621641,-0.190774,-0.753242,-0.393031,0.554971,0.771187,-3.371048,0.599672,0.178532,0.359594,0.544048,-0.079084,-2.440274,0.229701,0.394744,-0.237634,-1.918205,-0.051001,0.939843,0.523419,0.595249,0.377753,-0.270289,0.693673,-0.251347,-2.670272,-1.406995,-0.042650,0.342113,0.564009,-0.979751,0.739485,0.483258,0.431416,-1.815530,0.180417,0.191588,0.470634,0.522398,0.244956,0.559428,0.512362,0.227248,0.455805,-0.410646,-1.270698,0.211248,0.384411,-0.892813,-0.781428,-0.236283,-0.133734,-2.419134,0.284954,0.507643,-1.342551,-0.760814,0.750642,0.466664,-0.414466,-1.854998,0.247174,0.006403,0.581354,0.073920,1.447169,-0.696581,0.375182,0.371267,-0.334665,1.297939,-3.137576,0.237854,-0.333834,-0.613705,0.439638,0.607182,-6.687902,-0.500848,0.377398
Group3,-1.042458,-1.601090,-0.657105,0.146102,1.056936,0.590554,0.269274,0.877100,0.501613,1.486241,0.336874,-0.059389,0.242451,0.164577,-0.312615,-0.479108,0.389510,0.989361,0.508345,1.189870,0.927751,-0.050999,0.592090,0.286776,0.334825,0.275771,0.428272,0.366297,0.523530,0.353199,-0.395977,0.585178,0.663589,0.304234,-0.775775,0.541274,-1.468773,0.354723,0.607544,-0.886456,-3.918649,0.567137,-0.834162,0.207768,0.482618,-0.022459,-0.186027,-0.878724,0.001893,-0.384383,0.218343,-0.500714,0.574514,1.876951,0.558456,0.607395,0.536419,-1.213073,-0.022361,-0.742386,0.589984,0.082957,-1.071883,0.897462,0.292306,-1.581934,-0.226473,0.315368,1.031413,-0.660036,0.412723,1.139223,0.473138,1.052116,-0.234173,-1.481792,0.636028,-1.541514,0.423554,-2.095910,0.413994,0.994164,-0.938265,0.271620,0.248687,0.713644,-2.614865,-0.089564,-0.241030,-0.216527,0.475563,-0.627540,0.032807,-0.812499,0.023622,-0.542909,0.309796,-0.031572,-0.888500,-0.023279,-0.274531,0.513124,-1.109836,0.786398,1.135026,-0.193578,0.615378,0.655044,1.027773,0.575429,-0.106321,0.838113,0.613301,0.307711,0.268732,0.268986,0.299651,0.015599,0.269413,0.809196,-0.190774,-0.753242,-0.393031,0.450827,-1.083999,0.215786,0.415218,0.165064,0.209809,0.513561,-0.079084,0.331851,-2.874081,0.546051,-0.237634,0.605626,-0.051001,0.731051,0.158868,0.396343,0.426882,-0.270289,0.358963,-0.251347,-0.077143,0.651577,-0.042650,0.130818,0.305869,1.368324,0.815284,0.424053,0.425542,0.569187,0.114222,-2.609251,0.490443,0.500463,0.176232,0.530583,0.375532,0.026315,0.425842,-0.410646,0.699186,0.417034,-0.245554,1.042176,-0.781428,-0.236283,-0.133734,0.448124,0.019454,0.364817,0.795686,-0.760814,0.339240,0.476791,-0.414466,0.443876,0.361157,0.238990,0.656763,0.242449,1.330537,-0.696581,0.180005,0.060298,-0.728319,0.817329,0.403515,0.180934,-0.333834,-0.613705,0.638151,0.068121,0.364647,-0.500848,-2.153535
Group5,1.204128,0.337254,-0.657105,0.241702,-0.952367,0.105314,-2.943416,-1.052576,0.293867,1.048176,-0.141327,-0.059389,0.154204,0.188966,-0.312615,-0.479108,0.232345,1.070650,-1.892021,-1.043709,-1.220055,-0.021015,-1.414608,0.257076,0.345554,0.249681,0.452192,-2.849939,0.596127,0.294319,-0.395977,0.381424,0.588558,0.234167,-0.775775,0.625521,-1.468773,0.425145,0.485570,-0.886456,0.234147,0.458537,-0.834162,0.574486,0.437840,-0.298374,3.598171,-0.878724,-0.066332,-0.384383,0.369564,-0.500714,0.798743,-0.527564,-2.278693,0.709080,0.639656,0.911797,-0.022361,-0.742386,-2.218024,0.280106,0.725008,-0.952621,0.277802,0.859015,-0.226473,0.571711,-0.125276,-0.660036,0.652845,1.125122,0.599645,-1.050515,-0.234173,0.734811,0.586541,0.592463,0.349063,0.438888,0.346612,1.112746,1.090438,0.307885,0.322239,0.999631,0.379776,-0.089564,0.357130,-0.216527,0.733289,-0.627540,0.207097,0.944492,0.093344,-0.542909,1.091480,-0.031572,1.117812,0.552901,-0.274531,0.547413,0.720099,0.757174,-1.045588,2.145438,0.610379,-0.656215,1.230227,0.103916,-0.106321,0.500170,-1.086084,0.383901,0.238372,-0.005052,0.529224,-0.105490,-0.005617,1.012296,-0.190774,1.579726,-0.393031,0.499691,0.844835,0.285301,0.502947,0.237925,0.504798,0.582461,-0.079084,0.511274,0.268730,0.176059,-0.237634,0.346712,-0.051001,0.878103,0.418588,0.490060,0.176512,-0.270289,0.331326,4.242431,0.442306,0.703355,-0.042650,0.281512,0.506737,1.383125,0.970303,0.362131,0.465320,0.663503,0.158503,0.300135,1.044253,0.382177,0.291440,0.558287,0.347629,0.180449,0.310423,-0.410646,1.173859,0.226464,0.411377,-0.892813,0.814842,-0.236283,-0.133734,0.525207,0.010273,0.598173,0.730681,-0.760814,0.547215,0.352943,-0.414466,0.579938,0.446692,0.394599,-1.185171,0.305105,-0.859825,1.476243,0.208166,0.113442,0.107074,0.564498,0.461393,0.114152,-0.333834,-0.613705,-2.243151,0.220697,0.426241,-0.500848,0.612467
Group2,0.821776,0.422649,-0.657105,0.236466,-0.952367,0.270746,0.299808,-1.052576,0.540992,-0.678395,-0.255820,-0.059389,0.360321,0.539029,3.902658,2.999906,0.682828,-0.943740,-1.892021,-1.043709,-1.220055,0.337178,0.813070,0.253085,0.351839,0.441217,0.291146,0.380790,0.681321,0.118578,-0.395977,0.383638,-1.549935,0.270122,-0.775775,0.142171,0.570061,-2.459928,0.480675,-0.886456,0.256082,0.634298,1.130838,-2.360797,0.663220,-0.150319,-0.186027,0.974666,0.341191,-0.384383,0.317160,-0.500714,0.977800,-0.527564,-2.278693,0.682868,-2.146984,-1.213073,-0.022361,1.646496,0.497567,-0.048495,-1.071883,1.247368,-4.008560,-1.581934,-0.226473,0.413387,0.134010,1.596875,0.391625,-0.939833,0.514395,-1.050515,-0.234173,1.052137,0.779956,-1.541514,0.373654,0.478518,0.437133,0.543017,0.799003,0.226008,0.207247,1.196233,0.443530,-0.089564,0.108056,-0.216527,0.482295,2.476010,0.150115,-0.812499,0.078667,-0.542909,-0.944809,-0.031572,1.325038,0.246391,-0.274531,0.542711,0.948658,0.796633,-1.045588,-0.193578,0.475142,1.460904,-0.932996,0.536140,11.498123,0.329962,-1.086084,-3.041559,0.283320,-3.940108,0.356976,0.090062,0.303340,1.029920,-0.190774,1.434792,-0.393031,0.308338,-1.083999,0.435107,0.604983,0.501306,0.309184,-2.149789,-0.079084,-2.440274,0.478248,0.633196,-0.237634,0.717810,-0.051001,0.984556,0.322762,0.444775,-3.331193,-0.270289,0.335288,-0.251347,0.486250,-1.406995,-0.042650,0.173877,0.688580,-0.979751,0.713916,0.250013,0.104541,-1.815530,0.236555,-2.609251,0.516656,0.517860,0.159039,-1.918609,0.318726,0.267850,0.465774,-0.410646,0.787970,0.308987,-5.712724,1.174993,-0.781428,-0.236283,-0.133734,-0.154023,0.188466,0.511305,-1.342551,1.672834,0.488295,-2.058335,-0.414466,-1.854998,0.527932,0.043055,-1.185171,0.178148,0.980899,1.693319,0.299345,-0.189150,0.194115,-0.959922,0.378417,0.155828,-0.333834,-0.613705,0.491535,0.445175,0.116242,-0.500848,-2.153535
Group4,0.928639,-1.601090,-0.657105,0.358947,-0.952367,0.388888,0.250370,-1.052576,0.131600,-0.678395,0.447041,-0.059389,0.136650,0.363572,-0.312615,0.876699,0.186825,1.208491,0.519291,0.486904,-1.220055,0.259312,0.860235,0.112708,0.401002,-2.562571,0.426080,0.475056,0.504767,0.304091,-0.395977,0.411077,0.868553,0.063717,-0.775775,-2.461432,0.713732,0.613935,-2.278854,-0.886456,0.081806,0.603566,-0.834162,0.383903,0.418893,-0.669355,-0.186027,-0.878724,0.104861,3.809110,0.438753,-0.500714,0.807312,-0.527564,0.409185,0.889142,0.471982,1.205370,-0.022361,1.417901,0.629676,0.180889,1.232947,0.857203,0.057469,1.004833,-0.226473,0.293796,0.093436,1.548757,0.616648,-0.939833,0.380932,-1.050515,-0.234173,-1.481792,0.784773,-1.541514,0.402526,0.435802,0.333564,0.779269,0.912990,0.286178,0.288110,0.889474,0.346944,-0.089564,0.350829,-0.216527,0.590787,-0.627540,0.380537,1.630022,0.240728,-0.542909,1.003436,-0.031572,-0.888500,0.246184,-0.274531,0.368024,0.740432,-1.198409,1.145921,-0.193578,-2.161678,-0.656215,0.824101,0.359982,-0.106321,0.296351,-1.086084,0.409531,0.405744,0.133627,0.298994,0.250212,-0.050105,0.960431,-0.190774,-0.753242,-0.393031,-2.011685,0.914780,0.150063,0.449162,0.396920,-2.578745,-2.149789,-0.079084,0.549022,0.279942,-2.355493,-0.237634,-1.918205,-0.051001,0.554624,0.399157,-2.544200,0.266827,-0.270289,0.477156,-0.251347,0.418550,0.655160,-0.042650,0.223001,0.499267,-0.979751,0.774723,0.317516,0.231922,0.134593,0.088159,0.281594,-1.512969,0.474506,0.090900,0.745670,-2.692230,0.119506,0.505402,-0.410646,0.623546,0.128582,0.369280,0.987866,-0.781428,-0.236283,-0.133734,0.421901,-4.397265,0.395759,0.873744,1.435484,0.590806,0.370178,2.325132,-1.854998,0.356876,0.437958,1.092208,0.328177,-0.859825,1.485852,0.425335,-0.080837,-0.022634,-0.959922,0.243086,0.021661,3.066839,-0.613705,0.475449,0.082790,0.302627,-0.500848,0.581374
Group3,1.145315,0.517719,-0.657105,0.422021,-0.952367,0.525422,-2.943416,0.954666,0.306586,1.886347,0.041074,-0.059389,0.083156,0.299920,-0.312615,-0.479108,0.397151,-0.943740,0.271193,-1.043709,0.918030,-0.065021,-1.414608,0.355923,0.479168,0.509063,0.415248,0.584735,0.763234,0.225215,-0.395977,-2.643668,0.707835,0.346159,-0.775775,-2.461432,0.796360,-2.459928,0.559081,1.060335,0.479884,0.503313,-0.834162,0.504608,0.420172,-0.104787,-0.186027,-0.878724,0.053213,2.970439,0.284153,-0.500714,0.911209,-0.527564,0.438644,-1.608830,0.595739,0.840366,-0.022361,0.833081,0.436884,0.406831,-1.071883,0.908859,0.351489,0.520144,-0.226473,0.266990,1.018243,-0.660036,0.790982,-0.939833,0.486477,-1.050515,-0.234173,0.570659,0.206836,-1.541514,-2.553761,0.249267,0.483563,0.783798,1.317682,0.236725,0.126379,-1.054608,0.262461,-0.089564,-0.522618,-0.216527,0.456979,-0.627540,0.062255,1.279771,0.370583,-0.542909,0.949269,-0.031572,-0.888500,0.115818,-0.274531,0.536427,0.600870,1.119792,-1.045588,-0.193578,0.372039,-0.656215,-0.932996,0.499204,-0.106321,0.884839,-1.086084,0.433991,0.306278,-0.137964,-3.541870,-0.069912,0.062823,-1.195173,4.103418,1.007199,2.340060,0.565177,0.628160,0.484201,0.540473,0.175183,-2.578745,0.404525,-0.079084,0.314593,0.381236,0.623536,-0.237634,0.856667,-0.051001,0.784768,0.405654,-2.544200,0.267728,1.277866,0.438760,-0.251347,0.524305,0.779106,-0.042650,-0.005766,0.424004,1.051611,0.301958,0.199559,0.105188,0.554040,0.238554,0.184722,0.860230,0.275201,0.144342,0.560865,0.479479,0.133769,0.467933,-0.410646,-1.270698,0.253935,0.156099,-0.892813,1.104724,-0.236283,-0.133734,0.543369,0.547924,0.414890,0.980483,-0.760814,0.438394,0.268294,-0.414466,-1.854998,0.230411,0.486190,0.858714,0.210514,-0.859825,-0.696581,0.290832,0.156861,-0.614115,-0.959922,0.178893,0.233659,-0.333834,-0.613705,0.397543,0.116987,0.236129,-0.500848,0.467249
Group1,0.949344,0.300286,-0.657105,0.278574,1.022818,0.393798,0.220675,-1.052576,0.375399,0.758478,-0.109854,-0.059389,0.428067,0.433910,-0.312615,1.730054,0.364037,-0.943740,0.800812,1.044714,0.535330,0.041571,-1.414608,0.439333,0.322224,0.332116,0.289781,0.107211,0.587424,0.238956,-0.395977,0.288619,0.359169,0.167863,1.065064,0.481219,0.559321,0.645673,0.545044,1.002967,0.392045,0.411297,-0.834162,0.406078,-2.486605,-0.268619,-0.186027,0.298172,0.076476,-0.384383,0.134514,-0.500714,-1.301061,1.355422,-2.278693,-1.608830,0.218098,-1.213073,-0.022361,0.714605,-2.218024,0.227549,-1.071883,-0.952621,0.236857,0.122027,-0.226473,0.390295,0.060329,0.426276,0.460380,0.917720,0.374536,-1.050515,-0.234173,0.351716,0.453974,0.819205,0.602291,-2.095910,0.363287,-1.069660,-0.938265,0.225449,0.147295,0.794193,0.644172,-0.089564,0.140805,-0.216527,-1.743648,0.746340,0.104062,-0.812499,0.174031,-0.542909,1.063720,-0.031572,-0.888500,0.188597,-0.274531,0.287199,-1.109836,1.205330,-1.045588,-0.193578,0.594707,0.814175,0.437609,0.350921,-0.106321,0.290665,-1.086084,0.201420,0.481423,0.142115,0.418040,0.148577,0.604551,0.602944,-0.190774,-0.753242,-0.393031,-2.011685,1.034168,0.427481,0.266137,0.292402,0.372186,-2.149789,-0.079084,0.637321,0.283467,0.530231,-0.237634,0.476733,-0.051001,0.906885,0.462725,0.496167,0.027136,-0.270289,0.800653,-0.251347,0.150377,-1.406995,-0.042650,0.170616,0.622890,1.181707,0.661804,0.298840,0.236062,0.466039,0.103968,-2.609251,0.806870,-2.143411,0.251775,-1.918609,0.371340,0.132042,0.348122,-0.410646,0.792053,0.398798,0.297438,1.026315,-0.781428,-0.236283,-0.133734,0.604316,0.305778,0.375848,1.080734,1.540282,0.409177,0.421916,-0.414466,0.322421,0.263992,0.065092,0.808567,0.598545,0.697557,-0.696581,0.088849,0.107466,-0.056312,1.212879,0.455053,0.223271,-0.333834,-0.613705,0.449722,-4.137739,0.193082,-0.500848,0.137304
Group3,-1.042458,-1.601090,-0.657105,0.241198,-0.952367,0.240206,0.373942,1.078544,0.343618,-0.678395,0.475256,-0.059389,0.180778,0.403969,-0.312615,-0.479108,0.259428,-0.943740,0.368180,0.930351,-1.220055,0.032707,0.658003,0.228048,0.186315,0.526238,0.274193,0.381308,-1.532915,0.390532,-0.395977,-2.643668,0.653956,0.207437,0.440991,0.346760,-1.468773,-2.459928,-2.278854,-0.886456,0.340711,0.565841,1.439578,0.389102,0.311787,-0.391713,-0.186027,1.129672,0.177366,-0.384383,0.245022,-0.500714,0.508347,-0.527564,0.608675,-1.608830,0.376909,0.810957,-0.022361,-0.742386,-2.218024,0.238417,0.805710,0.965230,0.229817,0.512251,-0.226473,0.109944,0.905109,-0.660036,-1.836471,0.745351,0.381107,0.947471,-0.234173,0.384287,-1.603236,-1.541514,0.463050,0.233450,0.274296,0.991540,-0.938265,-3.296587,0.005855,-1.054608,0.110611,-0.089564,-0.553815,-0.216527,-1.743648,1.390629,0.172906,1.491673,0.112439,-0.542909,-0.944809,-0.031572,1.462365,0.287744,-0.274531,0.538400,-1.109836,0.482752,0.917923,-0.193578,0.454789,-0.656215,1.362191,0.504925,-0.106321,0.714192,-1.086084,0.482579,-0.074334,0.226573,0.251614,0.043029,0.249100,-1.195173,-0.190774,-0.753242,-0.393031,0.616803,-1.083999,0.444433,-2.344731,0.087333,0.405943,0.492022,-0.079084,-2.440274,0.361894,0.619576,-0.237634,0.855929,-0.051001,0.744109,0.596195,0.282302,0.449413,-0.270289,0.373939,-0.251347,0.424552,-1.406995,-0.042650,0.186035,-1.536346,-0.979751,0.821198,0.368351,0.118175,0.613111,0.074816,0.335071,0.337415,0.625079,0.104800,0.323928,0.385495,0.088361,0.502758,-0.410646,-1.270698,0.258659,0.190281,0.932915,1.040130,-0.236283,-0.133734,0.502380,0.346189,0.429115,-1.342551,-0.760814,0.603179,0.451088,3.176503,0.574710,0.238064,0.433710,-1.185171,0.413594,-0.859825,-0.696581,-3.638408,0.277765,-0.241266,-0.959922,0.373206,0.124588,-0.333834,1.098629,0.396683,-4.137739,0.475334,-0.500848,0.641793
Group5,-1.042458,0.427708,-0.657105,0.264010,-0.952367,0.371026,0.306587,-1.052576,0.218586,1.220373,0.623087,-0.059389,0.058924,-0.090183,-0.312615,-0.479108,0.304766,0.965733,-1.892021,1.287509,-1.220055,0.208393,0.679811,0.401566,-3.198621,0.311302,0.028225,0.406887,0.611362,0.256175,-0.395977,0.433838,-1.549935,0.040727,-0.775775,0.478690,1.239367,0.368256,-2.278854,-0.886456,0.260616,0.438659,-0.834162,-2.360797,0.267057,-0.323202,-0.186027,-0.878724,0.120942,-0.384383,0.390520,-0.500714,1.062236,-0.527564,0.612935,-1.608830,0.398037,-1.213073,-0.022361,1.352417,0.361267,0.190042,0.869323,-0.952621,0.295946,0.450942,-0.226473,0.761650,0.170278,0.581629,0.619324,1.622342,0.314255,1.516868,-0.234173,-1.481792,0.752586,0.765206,0.307847,0.745637,-3.462725,1.174159,-0.938265,0.189480,0.418461,0.971284,0.678930,-0.089564,0.078578,-0.216527,0.746267,-0.627540,-5.249938,-0.812499,0.351586,1.287766,-0.944809,-0.031572,0.253363,0.260890,-0.274531,0.300773,-1.109836,-1.198409,-1.045588,-0.193578,-2.161678,1.510190,1.542413,0.504747,-0.106321,-3.005007,0.636369,0.369378,0.498592,0.142792,0.265277,0.187036,0.137232,-1.195173,-0.190774,-0.753242,-0.393031,0.505130,0.827695,0.243822,0.379421,0.139047,0.546031,-2.149789,-0.079084,0.536143,0.536942,0.179459,-0.237634,0.572101,-0.051001,-1.316558,0.370939,0.340991,-3.331193,-0.270289,0.566687,-0.251347,-2.670272,-1.406995,-0.042650,0.390750,0.482537,-0.979751,-1.303817,0.479715,0.220955,0.823579,-7.754040,0.406418,0.871433,0.379239,0.202473,-1.918609,0.362456,0.160295,0.498031,-0.410646,1.380373,0.450160,0.231561,1.009700,-0.781428,-0.236283,-0.133734,-2.419134,0.361380,0.551161,0.579422,0.518932,0.486171,0.206728,-0.414466,0.542870,0.383710,0.527615,-1.185171,0.143451,-0.859825,-0.696581,0.217567,0.187205,0.536736,-0.959922,0.327510,0.072632,-0.333834,-0.613705,0.534569,0.259627,0.190025,1.946057,-2.153535
